u,g,r,i,z,y,redshift,mstar
24.9851,24.1677,23.1192,22.2111,21.8799,21.5906,0.665349,10.2381389769885
27.7061,27.7584,27.0946,26.3003,26.334,27.0155,0.707093,8.06455157709107
27.666,26.9352,26.1356,25.908,25.7383,27.6256,0.40197,7.36508345340696
27.1937,27.6672,26.6156,25.9472,25.2546,25.1497,1.05015,8.64565114706939
29.9203,27.841,26.1453,25.4528,25.138,25.1376,0.560138,8.50932082793233
28.0094,26.7204,26.7956,26.4783,25.9982,25.5587,1.39313,9.13067142179944
28.0235,29.3294,27.1674,26.089,25.0007,24.2051,1.10491,9.98945827208763
26.8765,26.85,26.1673,25.8241,25.6014,25.2226,0.55389,7.69613088155169
27.8468,26.4386,26.436,25.7197,25.7256,26.314,0.736981,7.83180261014676
27.3259,26.6141,26.0291,25.2793,24.9982,24.9441,0.822583,8.77936990646676
26.4533,26.5283,26.1184,26.0914,25.9723,25.345,0.408128,7.27901638388401
26.6043,26.6996,26.2032,25.699,25.5727,25.238,0.693835,7.96347190484851
27.4965,26.6551,24.9758,23.8398,23.1492,22.8939,0.889043,10.1970295599074
25.4442,24.6995,23.8198,23.5844,23.3188,23.3002,0.37258,8.46255072289425
26.3933,25.84,25.4627,25.0683,24.5769,23.7797,1.36339,9.97237874294571
29.3221,27.9858,27.6303,26.7401,26.4015,28.0066,0.852709,7.97653979803794
27.5731,27.9406,27.0207,26.848,26.0791,28.029,1.13316,8.42601813046013
26.9748,26.8992,25.9021,25.6582,25.4199,25.0098,0.439789,7.85824355856249
28.079,28.5729,27.5929,26.7737,25.6376,25.0305,1.08305,9.05496907602144
27.7523,28.4679,27.6199,26.8761,26.5639,26.4115,0.717963,7.65790257077959
99,28.4194,27.4161,26.6603,26.0294,25.8216,1.06203,8.71285333462518
29.8644,28.089,26.3876,25.0716,24.5159,24.2935,0.753929,9.59384629992707
29.7715,26.6487,26.0212,25.7628,25.8242,25.2861,0.243495,7.15098350269471
23.6923,22.948,22.385,22.216,22.0615,22.0829,0.257419,8.48497993856338
24.9709,23.6534,22.2771,21.7493,21.4474,21.2731,0.418507,9.93542211157505
24.8394,22.6497,21.027,20.2078,19.811,19.5327,0.493616,11.0655162276618
99,28.1426,27.1734,26.3842,25.9917,26.1379,0.668292,7.88400646282744
27.6771,27.2142,26.3971,25.7862,25.2954,24.6546,1.32137,9.4031050716902
27.1298,26.6673,26.6574,25.9962,25.3326,24.6007,1.57338,9.85265867637277
25.5699,25.4262,24.9283,24.6365,24.6872,24.5991,0.586384,7.94189983817321
27.0205,25.7731,24.5584,23.7429,23.581,23.493,0.65925,8.94771841985349
26.5694,26.4944,26.3275,25.9837,25.8122,27.1422,0.904259,7.84657522828701
26.4982,26.5599,25.9866,24.7454,24.0898,23.1499,1.34024,11.1217009751669
26.9823,26.7488,26.8386,26.8043,26.7137,28.4666,0.769525,6.76239869491416
26.5271,26.4666,24.4851,23.4338,22.4147,21.8052,1.03588,11.2365473378099
27.1191,27.0344,27.1145,26.7859,26.6846,26.0479,1.58009,9.05178516627701
27.4896,26.8696,26.4435,26.1629,26.1501,28.8441,0.568988,7.41435821881765
99,28.6729,27.5893,26.6052,26.4696,26.3436,0.763799,7.80704634105167
28.1719,26.7681,26.6314,26.1784,25.6969,25.3997,0.895756,8.17838406156869
28.0567,26.9492,25.564,25.2306,25.0199,24.6841,0.486326,8.25718161131509
99,28.7639,28.3985,26.426,27.3233,26.2291,0.677066,8.36742115349523
27.6938,27.4968,26.9746,26.7892,26.7427,27.057,1.61753,8.83686696094492
28.0682,27.3943,27.4614,26.6778,26.1698,25.7846,1.22001,8.47819985982076
27.4441,27.809,27.279,26.4669,26.114,26.8677,1.17206,8.7112857627205
99,27.9212,27.5407,26.3979,26.3062,25.6418,1.31517,9.04336227802113
27.3047,27.1367,26.7244,25.9389,25.8188,25.645,0.955842,8.57335323933619
25.1745,23.4074,21.8301,20.6973,20.2828,19.9209,0.651094,11.1802979524886
26.8963,26.6082,25.6515,24.8547,24.4414,24.3835,0.904793,9.2500538695218
27.4494,26.8841,26.2817,26.0954,25.6654,25.8748,0.273608,7.04511556343093
24.8317,23.821,23.2332,22.908,22.8455,22.6938,0.188148,8.11456428338994
27.3883,26.3969,25.5312,25.2345,25.1487,25.5029,0.409824,7.94053042994434
28.3332,28.3129,27.3694,26.2734,26.3659,26.4066,0.677186,8.53048657088079
99,28.1209,27.4866,26.7441,26.5834,25.8319,0.98388,8.13307562679844
26.2255,26.2589,26.1493,26.152,25.6464,25.1533,1.17203,8.64985064216472
28.087,28.6646,27.4371,26.906,26.7441,26.1373,0.78054,8.03531364395951
28.9867,27.7828,27.2548,26.6556,26.568,27.2293,0.444675,7.27971484153378
23.0088,21.514,20.6995,20.2463,19.9899,19.7834,0.117655,9.29849064942669
27.4253,25.5752,23.903,22.7027,22.2491,21.8469,0.680539,10.5546587258577
26.9128,26.7536,25.4815,25.0406,24.9308,24.4313,0.44297,8.31609830710309
25.9207,25.3615,24.6957,23.9204,23.3672,23.09,0.916967,10.0505846732487
26.9741,27.5643,27.6102,26.8271,26.3534,26.6088,0.980834,7.8676312749703
24.8129,23.9362,22.9482,22.2981,22.0612,21.8209,0.594887,9.78650724027466
26.4386,25.6129,24.7016,24.04,23.9102,23.8545,0.667409,8.88379482538982
27.3035,27.0375,25.7587,25.1776,24.8185,24.609,0.492559,8.67343748244705
25.5423,24.793,24.4258,24.2,24.1679,23.9867,0.194572,7.30267286048436
26.3463,25.9827,25.9002,25.6074,25.2186,24.7011,1.66211,9.9112918729032
26.0034,25.9851,25.8577,25.9489,25.7324,26.2474,0.643536,7.13976262951443
28.6795,28.6761,26.8448,25.8077,25.201,24.7658,0.794141,9.33771477091213
26.9521,26.8605,26.4649,25.789,25.3334,24.5829,1.71937,10.0482164402584
28.0468,27.8794,26.2129,25.0979,24.7901,24.6194,0.636363,9.3195911150211
26.2383,26.2727,25.9429,25.8368,25.5685,25.7615,0.246813,6.69856418374219
99,28.9653,27.0496,25.9076,25.6509,25.2966,0.725338,8.87580992048185
26.9047,25.5469,24.7304,24.3553,24.2038,23.8593,0.521692,8.40551710697638
27.7941,26.556,25.2074,24.156,23.8037,23.5665,0.65373,9.55745787480044
28.7532,27.4716,26.574,25.5303,24.0788,23.3011,1.8787,11.7858883628683
29.3852,28.9427,27.6426,26.132,25.2766,24.5146,1.67509,10.7267003194176
28.1949,26.7181,25.4679,25.1201,24.9792,24.68,0.491443,8.18294506935244
26.6788,26.7016,26.3197,25.738,25.611,25.3583,1.40069,9.2015555173194
28.2956,27.0852,26.9409,26.1846,25.9088,24.9235,1.47679,9.7581356732782
26.3869,25.2466,22.8628,21.7531,20.8358,20.4613,0.911911,11.5152696483695
28.275,28.117,27.4223,26.8676,26.2638,26.1393,0.926452,8.39924786956512
99,28.3302,27.1891,26.3443,25.7087,24.6271,1.20805,9.74620747793976
99,28.3458,28.2877,26.9164,26.2147,25.3395,1.16788,9.20730576246509
23.6328,23.1019,22.2209,21.8575,21.7611,21.4678,0.534647,9.32727922126046
25.6991,25.3177,24.6272,24.1427,24.0659,23.999,0.630066,8.5666884501332
99,28.8213,27.585,26.8369,27.1866,26.9324,0.635759,7.6605306197895
27.3276,26.9789,26.4518,26.0889,26.7746,26.1699,0.270469,6.79381761452011
99,27.5759,26.944,26.0501,25.8055,25.3804,0.790321,8.53403880453955
29.3672,27.1591,26.0592,25.8702,25.7819,25.4165,0.351802,7.48880726926572
27.7305,27.7432,26.9994,26.9779,26.6901,26.4866,0.413763,7.07232343829304
28.8855,27.8094,26.7743,26.4035,26.0677,26.4739,0.560475,7.95295896329172
26.463,26.5725,26.3848,25.7381,25.8007,25.6781,0.870212,8.0059180149112
27.8007,26.9204,25.7458,25.4583,25.1528,25.4831,0.409361,8.09092080743594
26.514,26.6366,26.0784,25.588,25.7779,25.5904,0.631228,7.92950066757072
27.5809,27.2033,26.5775,25.9988,25.5542,25.2964,1.02008,8.83663864370491
26.5789,27.0405,26.7806,26.7408,26.6217,26.3696,0.89262,7.51839547977389
23.4578,22.755,21.652,21.0979,20.7883,20.5314,0.465759,10.2355511710243
26.8553,27.1214,26.9824,26.6694,26.146,26.1889,1.57991,9.00456210399218
28.5888,28.4499,27.9079,26.9482,26.5272,25.5992,1.31798,8.81352161091649
24.999,24.8602,23.7993,22.709,21.9382,21.5579,0.87888,11.0619724163267
29.9539,29.4533,28.3719,26.9051,26.018,25.1766,1.08748,9.21100300409238
26.4238,26.246,25.5332,24.7934,24.1729,24.0309,0.906278,9.60659093687389
26.234,25.6338,25.2183,24.4811,24.2154,24.1461,0.750891,8.70555326888014
26.1214,25.8858,26.0051,25.6372,25.3794,25.3385,0.786422,7.58862460281191
27.7768,27.2828,26.0139,25.6418,25.4687,25.2983,0.423922,7.84856718899229
27.8341,27.4833,26.8642,26.1858,25.8585,25.6971,0.740568,8.06805221211227
26.4671,25.964,25.3157,25.0877,25.0826,24.8411,0.43513,7.68264499465279
24.9659,24.5811,23.9123,23.4137,23.3132,23.2098,0.62033,8.89704122335621
99,29.4398,29.1388,26.9957,27.481,99,0.696184,8.11874737473786
26.9872,26.8611,26.0227,25.7786,25.7282,25.8028,0.275083,7.06064874341969
24.824,24.8536,24.6835,24.5371,24.622,24.684,0.651263,7.73917188117027
27.7487,26.6652,26.0966,25.3304,24.768,24.5511,0.978944,9.1667319723583
29.9755,28.4717,27.5551,26.9729,26.3975,26.8154,1.13199,8.77621650825455
27.293,25.73,25.2814,24.9955,25.0903,24.7725,0.181709,7.08983448870863
26.9478,27.9508,26.8589,26.5446,26.635,25.4778,1.41706,8.85598348736675
26.1516,25.9551,26.1867,26.1315,25.6066,26.2807,1.13114,7.36738760659198
25.261,24.5395,24.3958,24.1961,24.3842,24.3333,0.123066,6.6436904862968
27.8054,28.0895,26.6278,26.0197,25.0038,24.6848,1.01029,9.23591207254704
26.6697,26.9343,26.3877,25.7105,25.3335,24.6273,1.48569,9.66038160552316
29.4197,27.9543,27.4737,26.9011,26.8056,26.2234,0.559988,7.57910304995302
26.6984,26.6422,26.6077,26.067,25.7226,24.9804,1.35704,8.96287532302382
29.1239,27.4057,26.7381,26.4517,25.6471,25.9505,1.17508,8.4772037628332
26.8587,26.2167,25.5298,25.0082,24.9445,24.7031,0.639783,8.36228073732343
28.3844,27.7578,27.4046,26.323,26.032,25.9736,0.771964,8.43622309408048
26.2195,25.6335,25.0494,24.6664,24.6328,24.518,0.584357,8.15446049248865
25.3413,24.4892,23.3536,22.9965,22.8408,22.639,0.451671,9.01567823301495
26.8225,27.0283,27.195,26.7887,26.4908,27.7607,1.15135,9.03813115645331
26.5862,26.0226,25.3304,24.8348,24.1324,23.6977,1.09132,9.64836586659739
28.421,27.5762,27.3001,26.5236,26.4382,26.2243,0.636867,7.74692674326202
29.1509,28.3206,26.9896,26.413,26.0303,25.5479,0.723792,8.24340022331078
28.1252,27.6034,27.3086,26.9631,27.0443,99,0.444173,6.82257798020605
25.2994,24.8557,24.5167,23.8378,23.4109,22.6902,1.51176,10.9898043171065
26.7181,26.1238,25.1248,24.2853,23.6827,23.5662,0.939818,9.63772782572411
29.7539,27.8817,26.7383,26.4291,26.808,26.4278,0.355911,7.38927951790382
26.7821,26.7083,26.1428,25.5622,25.2713,25.3566,0.746251,8.1983106126791
28.4275,26.9938,26.2289,25.7365,25.7142,25.5653,0.645169,8.11406026200713
29.5458,27.3335,26.7961,26.597,26.5279,26.6932,0.337012,7.25311498438762
28.6069,27.754,26.7202,25.7114,25.3084,25.1399,0.858709,8.69267069915637
22.6018,22.4677,22.0883,21.3741,21.0672,20.9704,0.859842,10.2162266200662
26.4376,25.7134,24.9523,24.0349,23.2781,22.3963,1.22863,11.0488766571661
24.2952,24.0846,23.3823,23.214,22.9304,22.9955,0.373191,8.49733885384933
99,27.7939,26.9538,26.7692,26.479,26.1379,0.562274,7.41364840114238
27.9664,28.5629,27.3103,26.5593,26.2247,26.7447,0.689095,7.71763555836225
28.025,27.653,27.0351,26.794,26.3075,28.6606,0.387752,7.12042585102646
25.5233,24.597,23.9938,23.6824,23.5688,23.4469,0.145288,7.68077774268709
25.1333,24.5866,23.9359,23.753,23.5642,23.4746,0.30623,8.09913484098698
28.8887,27.891,27.0106,26.3435,27.0559,26.9844,0.625319,7.82351726522982
99,27.462,26.809,26.1256,25.8216,25.5298,0.704578,8.62504376393075
22.7862,22.1448,21.0312,20.5287,20.2029,20.0077,0.414322,10.3677844122812
26.7242,25.9814,24.7852,24.5651,24.3535,24.1648,0.398759,8.13342073864912
26.1092,25.7063,25.1264,24.8109,24.381,24.1531,1.8213,10.1042719593454
24.7494,24.0994,23.0637,22.6533,22.3198,22.1721,0.351803,9.20994909202195
28.3,26.9052,26.3071,25.6753,25.0533,24.8117,1.04547,8.81113445614889
25.1503,24.4933,23.8518,23.6693,23.4448,23.3822,0.313407,8.15287516282419
28.6501,28.9863,27.7087,26.7265,26.2802,28.0069,0.982046,8.90592695817402
27.5796,27.6754,26.2917,25.4401,24.5843,24.2943,0.988167,9.93603998254434
27.0824,26.9319,26.0452,25.2315,24.4158,23.9605,1.19328,9.86316160579729
26.42,26.4833,25.9932,25.5095,24.7062,24.6804,1.12062,9.22071724264465
24.7058,24.1671,23.3639,22.5206,22.2672,22.0951,0.7654,9.75034714369947
23.7623,22.8082,21.6604,21.3841,21.177,21.121,0.412899,9.52595651600994
27.3524,27.2273,26.7577,26.8655,26.8087,26.1303,0.495144,7.38010808452175
20.9766,19.4646,18.6218,18.2094,17.9557,17.7834,0.098599,10.0804605287536
27.4997,27.2547,25.9351,25.5352,25.3972,25.5084,0.451329,8.27691883663433
27.6471,27.421,26.6981,26.3285,26.0656,26.2791,0.503965,7.48106693748951
26.4728,26.1091,25.5075,24.815,24.5079,23.8429,1.47687,10.2218313774896
27.4487,26.1736,25.4042,24.8284,24.7179,24.8495,0.678989,8.46895845776527
28.7587,30.1908,28.034,26.7184,26.4706,26.1786,0.711348,8.61435611921427
26.9436,25.7322,24.7049,23.765,23.308,23.1023,0.839355,9.6116744604042
27.3496,27.2581,26.9599,26.5726,26.0285,25.4148,1.04029,8.32818178109199
99,27.0995,26.0526,25.7674,25.1858,24.8294,0.372842,8.15429004246412
25.9418,25.335,24.3884,23.6292,23.4252,23.2338,0.661915,9.28026869998219
27.8435,27.8011,27.0611,26.6036,26.3965,25.1163,0.456396,7.48288786937649
27.8955,27.065,25.5635,24.4068,23.9839,23.5307,0.690946,9.61908706671885
27.0953,26.3185,25.698,25.5578,25.1892,25.9545,0.404462,7.55119495808244
27.0173,26.7209,25.9491,25.099,24.5396,24.3601,0.974806,9.28026869998219
27.7345,28.0596,26.7702,26.8755,26.4557,27.1967,0.380298,7.027708313254
27.3389,26.9933,26.4713,25.5894,25.1439,25.0307,0.835317,8.7248940941469
24.842,24.2462,23.4303,23.2258,22.9851,22.9787,0.381416,8.54831938480485
27.4787,26.3546,25.4566,25.211,24.9345,24.8925,0.474545,7.9897491818694
99,28.8929,28.1607,26.844,26.664,26.8571,0.735513,8.18158350483414
27.5315,27.7613,26.7352,26.015,25.2161,24.8758,1.18252,9.33478336814101
27.2598,26.9194,25.9763,25.3598,25.1068,25.0694,0.61915,8.2347525891426
25.7467,25.1973,24.5848,24.3726,24.2354,24.0021,0.311124,7.83632411570675
26.2729,26.0237,25.1716,24.8501,24.752,24.6781,0.286546,7.75390540480377
26.5264,26.6261,26.1871,25.9887,26.1359,25.5636,0.623884,7.48126629494943
27.0569,27.9167,27.4134,26.7552,27.3006,27.0445,0.787947,7.3755849766831
26.746,26.5512,24.4206,23.2846,22.2942,21.617,1.07812,11.2472512960979
25.9634,25.3704,24.3305,23.5914,22.8266,22.46,1.03872,10.158597671251
28.2948,27.9757,27.7777,26.7166,26.5644,26.1745,0.808605,7.96651905285009
28.373,26.8219,25.9577,25.6368,25.446,25.1237,0.582744,7.93646649027728
30.075,27.8842,27.1833,26.7147,25.8281,24.6645,1.36185,9.24411376566302
30.5722,28.8526,27.3943,26.2793,26.2904,26.4324,0.585737,8.33137667649832
26.9257,25.7348,24.6608,24.1986,24.0967,23.8958,0.508128,8.56434288574283
23.3901,22.5919,22.2742,22.0818,22.0043,21.9672,0.101439,7.68849190178526
28.2132,27.4619,26.7227,26.8727,26.3057,26.1363,1.85968,9.73813259616659
31.0018,28.0339,27.4791,26.3303,26.0925,26.5811,0.862745,8.18737405118267
26.485,26.2307,26.0752,25.7755,25.5045,24.7917,1.48996,9.18569794032509
27.7199,26.683,26.3238,25.7905,25.6498,25.0498,0.948537,8.14388875810928
27.0224,26.1564,25.5058,25.3397,25.0624,25.6322,0.250406,7.42404980332112
28.0629,26.6186,25.3914,25.0616,24.6807,24.5298,0.381487,8.41010714422685
26.8983,26.7231,25.979,25.3736,25.42,25.2831,0.654161,8.11130284873473
25.3866,24.6673,23.5388,23.1089,22.8497,22.6206,0.447544,9.16117327485265
99,28.5239,27.7034,26.6769,26.3788,25.4018,1.37307,9.62787155609868
27.9022,27.5244,26.5052,26.3252,25.8743,25.7431,0.354021,7.53150829479297
26.8081,26.5381,25.5538,24.7453,24.026,23.639,1.01574,9.78110380331929
26.1126,25.536,24.6277,24.2101,24.04,23.9832,0.473376,8.63161116335982
23.4901,23.2589,22.5507,22.2806,22.1971,21.7213,0.48337,9.03736274361257
25.4622,24.6848,23.6866,23.2277,23.015,22.7445,0.496066,9.1587513734082
27.9477,27.6543,27.0281,26.3494,25.8567,25.5007,0.885789,8.30807328716803
29.3308,28.4962,26.8515,26.4689,26.0536,25.7795,0.576917,8.16014126134039
99,26.6503,25.6936,25.097,24.8954,24.8953,0.614221,8.47998249522867
27.9992,27.8092,26.9952,26.0785,25.6937,26.3913,0.90611,8.34470265382552
27.3135,26.0078,25.1656,24.0683,23.3301,22.5085,1.25011,11.144521279609
27.5554,26.9613,26.7766,26.496,26.1961,25.9031,0.547237,7.3049340743298
27.1532,26.2049,25.5791,24.9363,24.6361,23.8427,1.51218,9.70240382306656
23.4873,22.8232,21.9621,21.6905,21.3792,21.2854,0.345476,9.28518811432754
99,27.7093,27.2291,26.8922,26.9088,26.1544,1.33476,8.28908703912081
22.4171,21.3726,20.2602,19.8215,19.5354,19.3399,0.31308,10.3443038336776
28.272,26.8659,24.959,23.8821,22.9557,22.4204,1.00088,10.7059432116741
28.438,27.4791,26.7789,26.7335,25.937,25.4075,0.984403,8.30299506869654
26.2056,26.0792,25.8468,25.2369,24.9718,24.7893,0.871165,8.64336185996337
25.9234,25.4582,24.0309,22.9652,21.9854,21.441,1.06581,11.1355206386522
31.7195,27.7677,26.6423,26.084,25.7588,25.6263,0.485138,8.26026224471498
28.1625,27.9769,27.1922,25.8484,25.1368,23.9131,1.31791,10.7782750066766
26.7815,26.5312,25.6941,25.4805,25.3084,25.554,0.368968,7.54185495836406
26.5808,26.8111,26.3393,26.0693,25.5513,25.3389,1.05776,8.377832404975
28.39,30.2281,27.7124,26.925,26.2601,26.1866,0.648342,7.85278121144846
25.5978,24.9499,24.803,24.6881,24.7747,24.5826,0.137508,6.64553426751044
27.1303,25.8464,25.3072,25.1589,25.1863,24.6842,0.503024,7.73489339677282
29.4057,28.2756,26.8186,26.2686,25.6541,25.6585,0.947735,8.67289825463873
27.0854,26.6497,25.6564,25.402,25.1919,24.7122,0.485876,7.88851140849858
28.8292,28.1424,26.9168,25.9804,25.1836,24.3035,1.17865,9.94648075851267
29.8198,27.4619,26.7472,26.4578,26.6841,25.9012,0.475272,7.66475476467036
28.6173,28.5994,27.5394,26.9562,26.3475,26.9657,0.995623,8.826703102694
28.1151,27.802,27.2019,26.5477,25.7164,25.2819,1.57279,10.221880886219
28.4803,27.8969,27.1034,26.5499,26.5348,26.1409,0.473485,7.52687276988205
24.3794,23.5217,22.7007,22.2986,22.0949,21.9276,0.235144,8.8337143215098
26.2367,26.1387,25.7947,25.7756,25.4889,25.4359,0.345757,7.03089104271453
29.5722,27.8923,27.2221,26.5763,26.1718,25.8653,0.38638,7.9348407020005
99,28.5993,28.3519,26.1441,24.9664,24.5721,1.68106,11.2449496943214
26.4041,25.5203,24.5182,24.2249,24.1484,23.7858,0.465348,8.34826980647333
28.0009,27.0007,26.4863,25.8337,26.1498,25.2948,0.547543,7.7134552604843
27.0537,25.2159,23.5954,22.3551,21.8828,21.5231,0.713483,10.635909789764
31.0979,28.9495,28.1953,26.9337,27.3047,27.4189,0.953829,8.28756884984278
28.2313,27.8318,26.9302,26.8753,26.3246,25.9145,0.597728,7.79514839696755
29.8911,28.5268,27.8672,26.6592,25.4438,24.9244,1.74252,10.9250448304909
30.3995,28.055,28.1269,26.9985,27.0456,26.7987,0.716793,7.47977103686085
27.3015,27.297,26.6451,26.1175,25.8234,25.3073,1.4951,9.31028537244661
24.1372,23.4472,22.5272,21.9756,21.8239,21.6707,0.598639,9.63943867439999
26.8627,26.9588,26.2466,25.8748,25.3093,24.9252,1.28399,9.26679126068164
28.9221,28.6372,27.1659,26.1765,25.3646,24.8324,1.20454,9.8824602143496
27.303,27.0401,26.0497,25.7353,25.9698,25.7972,0.395908,7.5602964775558
25.3545,22.7694,21.1713,20.0662,19.6726,19.3749,0.594369,11.3950361839183
27.5658,27.8648,26.873,26.1833,26.6023,25.7168,0.437805,7.63884154151163
26.817,26.4677,26.0606,25.5777,25.2975,25.36,0.817328,8.2378402037643
25.6549,25.2363,24.824,24.2097,23.7181,23.003,1.37458,10.4157743832091
29.136,27.4837,27.391,26.4789,26.3273,25.5805,0.769497,7.91319321542299
29.5046,26.0239,24.6837,24.295,23.9395,23.6639,0.315776,8.52116555326938
26.4208,26.2906,25.6206,25.2552,25.0672,24.6349,0.507217,8.0111473607758
27.1319,26.9032,25.8166,25.5263,25.2844,24.9068,0.287245,7.86572682628275
26.2885,26.5554,26.4016,26.213,25.9913,26.5376,1.14615,7.84938071256427
26.5361,26.6699,26.2099,25.7601,25.3619,25.7144,0.792808,7.95628707658698
26.7572,25.7377,23.5842,22.4373,21.5573,21.1948,0.918316,11.2051122967562
29.5639,28.0183,27.1612,26.6808,26.6743,25.7371,0.349616,7.63966375679621
24.3911,22.717,21.2758,20.7507,20.4476,20.2774,0.362443,10.2883163101663
26.1906,26.5387,26.5107,26.2884,26.4943,25.916,1.65908,8.5698150036515
27.4097,26.8587,26.2638,26.1552,25.5437,26.7519,0.315239,7.18621022195172
25.9621,25.1037,24.259,23.2964,23.0487,23.0037,0.783245,9.29483863379354
27.5429,27.5895,26.8478,26.2874,25.3476,25.2515,1.09584,9.1727400858986
27.4887,28.0013,26.9376,26.8701,26.4952,26.5481,0.604365,7.64340134774157
24.4786,23.5674,22.5429,21.5814,21.2002,20.8787,0.694268,10.6646419755561
27.0055,26.1425,25.4537,25.2149,25.0788,25.2627,0.390609,7.63466364426927
25.3945,24.2013,22.689,21.5422,21.1236,20.8025,0.714625,10.7774202970476
26.2494,26.9494,26.2404,25.7133,25.3024,24.9406,1.13459,8.90431730453937
27.9474,27.5679,26.5902,25.9692,25.441,25.0787,0.946508,8.52706120861458
26.798,26.656,25.9213,25.7235,25.8195,26.9337,0.378387,7.33522915884011
21.7934,21.7786,22.0281,21.9999,22.4817,22.5177,0.116267,6.80584122792983
27.1017,27.0874,26.6347,25.9677,25.3883,24.9815,1.17204,9.15482855801566
29.9266,28.678,28.3634,26.6678,27.0137,26.6043,0.855051,7.91338199138948
26.6599,25.6326,24.8642,24.5956,24.4237,24.2088,0.524824,8.24481130842381
99,26.7947,26.0539,25.3753,24.7939,24.6856,1.0462,8.955891142951
28.1847,28.0213,27.0197,26.2878,26.3581,25.1198,0.58827,8.37174003626026
27.9982,27.0141,26.4107,25.9651,25.7861,25.9528,0.663999,7.76979738402339
24.9701,24.7858,24.3807,23.7667,23.59,23.4951,0.744722,8.92324039085692
26.7745,26.8332,26.5608,26.3384,25.7976,25.097,1.44846,9.31127481376207
25.8036,25.3782,24.818,24.6714,24.4564,24.3673,0.297333,7.61020753722098
27.1599,26.9481,26.0094,25.4835,25.5243,25.3173,0.639637,8.08561876227091
25.696,25.5899,24.9348,24.2138,24.0033,23.9931,0.74543,8.74835085690822
27.257,27.3891,26.4024,25.8114,25.2808,24.9635,1.14882,9.02555162278254
25.8821,25.497,24.8515,24.1596,24.0379,23.7652,0.677694,8.90195989515719
26.7677,27.095,26.8012,26.9096,26.411,30.3045,1.74565,9.1759841198691
